input_size,sweep_label,strategy_label,sweep_reuse_factor,layer,layer_index,actual_strategy,reuse_factor,config_name,module_name,latency_cycles_min,latency_cycles_max,interval_cycles_min,interval_cycles_max,latency_ms_min,latency_ms_max,interval_ms_min,interval_ms_max,bram_18k,dsp,ff,lut,lut_percent_xcu55c,uram,report_path,sweep_root
256,ManualA,ManualA,mixed,conv3,3,Resource,32,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,1297,14257,1297,14257,0.005188,0.057028,0.005188,0.057028,8,96,12727,14158,1.0860027000490917,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
256,ManualA,ManualA,mixed,conv4,4,Resource,32,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,401,4401,401,4401,0.001604,0.017604,0.001604,0.017604,8,128,14054,15394,1.1808112420225823,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
256,ManualA,ManualA,mixed,conv5,5,Resource,32,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,145,1441,145,1441,0.00058,0.005764,0.00058,0.005764,8,160,19106,22894,1.756105792832597,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
256,ManualA,ManualA,mixed,conv6,6,Resource,32,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,65,641,65,641,0.00026,0.002564,0.00026,0.002564,8,160,19105,22893,1.756029086892489,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
512,Latency RF1,Latency,1,conv0,0,Latency,1,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,798771,798771,798768,798768,3.195084,3.195084,3.195072,3.195072,0,48,2159,5170,0.39656971035837013,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv1,1,Latency,1,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67603,67603,67600,67600,0.270412,0.270412,0.2704,0.2704,0,0,5148,28461,2.183127761413844,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv2,2,Latency,1,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,26139,26139,26136,26136,0.104556,0.104556,0.104544,0.104544,0,0,14401,72885,5.590712444771723,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv3,3,Latency,1,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,6938,6938,6936,6936,0.027752,0.027752,0.027744,0.027744,0,0,19676,104588,8.022520864015709,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv4,4,Latency,1,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1947,1947,1944,1944,0.007788,0.007788,0.007776,0.007776,0,0,24564,133095,10.209177098674521,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv5,5,Resource,1,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,703,703,700,700,0.002812,0.002812,0.0028,0.0028,0,447,36636,148539,11.393823637702504,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Latency RF1,Latency,1,conv6,6,Resource,1,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,255,255,252,252,0.00102,0.00102,0.001008,0.001008,0,408,35820,149723,11.484643470790378,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFbase_RFbase_fold0_hls_9f3541f7_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_b3a09a3d898b/hls_sweeps/RFbase_hls_9f3541f73c5d
512,Resource RF1,Resource,1,conv0,0,Resource,1,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1597539,1597539,1597536,1597536,6.390156,6.390156,6.390144,6.390144,0,48,3414,4143,0.3177927098674521,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv1,1,Resource,1,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,118303,118303,118300,118300,0.473212,0.473212,0.4732,0.4732,0,184,7575,17798,1.365212322042219,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv2,2,Resource,1,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,30495,30495,30492,30492,0.12198,0.12198,0.121968,0.121968,0,285,16714,55753,4.2765862788414335,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv3,3,Resource,1,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,8095,8095,8092,8092,0.03238,0.03238,0.032368,0.032368,0,330,23620,85229,6.5375705694649,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv4,4,Resource,1,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,2595,2595,2592,2592,0.01038,0.01038,0.010368,0.010368,0,394,29251,110085,8.444173416789397,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv5,5,Resource,1,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,703,703,700,700,0.002812,0.002812,0.0028,0.0028,0,447,36636,148539,11.393823637702504,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF1,Resource,1,conv6,6,Resource,1,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,255,255,252,252,0.00102,0.00102,0.001008,0.001008,0,408,35820,149723,11.484643470790378,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource1_RFResource1_fold0_hls_d305ee5e_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource1_hls_d305ee5e13cc
512,Resource RF2,Resource,2,conv0,0,Resource,2,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1597539,1597539,1597536,1597536,6.390156,6.390156,6.390144,6.390144,0,48,3414,4143,0.3177927098674521,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv1,1,Resource,2,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67601,185901,67601,185901,0.270404,0.743604,0.270404,0.743604,8,320,16260,21792,1.6715758468335788,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv2,2,Resource,2,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,17425,47917,17425,47917,0.0697,0.191668,0.0697,0.191668,8,960,43593,59530,4.566304614629357,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv3,3,Resource,2,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,4625,12717,4625,12717,0.0185,0.050868,0.0185,0.050868,8,1536,61324,81549,6.255292709867452,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv4,4,Resource,2,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1297,3565,1297,3565,0.005188,0.01426,0.005188,0.01426,8,2048,78205,105378,8.08311855670103,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv5,5,Resource,2,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,401,1101,401,1101,0.001604,0.004404,0.001604,0.004404,8,2560,110298,151718,11.637671821305842,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF2,Resource,2,conv6,6,Resource,2,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,145,397,145,397,0.00058,0.001588,0.00058,0.001588,8,2559,110624,151714,11.63736499754541,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource2_RFResource2_fold0_hls_8c7b90ce_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource2_hls_8c7b90ce3603
512,Resource RF4,Resource,4,conv0,0,Resource,4,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1065025,3461329,1065025,3461329,4.2601,13.845316,4.2601,13.845316,8,40,3444,2637,0.20227356406480118,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
